,scan_id,timepoint,peak1,peak2,peak5,peak6,peak1_norm,peak2_norm,peak5_norm,peak6_norm
106,3,8.5,87172.0537107599,31864.69863366056,3200.081314068453,3703.801912858651,0.9520733049885285,0.758299865662263,0.7710436611933311,0.7261970023071026
107,3,9.0,87179.49344377404,31480.070321772968,3219.526186751046,3594.8504075716096,0.9521545600570681,0.749146677032192,0.7757288064609567,0.7048350994845972
108,3,9.5,87615.61424440774,31812.095267504348,3264.1862833977534,3619.31091839755,0.9569177720540147,0.7570480375515305,0.786489434410109,0.7096310227155425
109,3,10.0,86936.25754965194,31431.12534656426,3199.5787991869734,3613.156792656423,0.9494979930524975,0.7479819094455812,0.7709225827343816,0.708424395641478
110,3,10.5,87327.88014600214,31667.572293983358,3225.021002269243,3593.6185707362674,0.9537752058029559,0.7536087534501484,0.7770527549044248,0.7045935757103232
111,3,11.0,86828.8550794909,31437.331936385493,3121.462520433186,3619.41400371073,0.9483249677493487,0.7481296107084041,0.7521008542663186,0.7096512344458603
112,3,11.5,86416.46335220386,31264.162002025736,3116.9052124710975,3676.57275599819,0.9438209192838756,0.7440086008262322,0.7510027936011641,0.720858236208741
113,3,12.0,86992.09960101602,31631.818258549065,3197.3290878568164,3654.4973629996493,0.9501078872116501,0.7527578971285993,0.7703805259894463,0.7165299582399232
114,3,12.5,86459.41168653706,31501.146429033848,3186.712041216952,3535.7741116793813,0.9442899912039663,0.7496482354962575,0.7678224014579625,0.6932521287983404
115,3,13.0,85549.29811438532,31050.01989581665,3028.3165099165312,3541.697088492834,0.9343499381747182,0.7389125560703138,0.7296577867546978,0.6944134349663974
116,3,13.5,87212.6802630481,31708.519158407766,3300.5917838746104,3630.2173625144733,0.9525170189342347,0.7545831860706886,0.7952611585071957,0.711769427308953
117,3,14.0,86146.63835772332,31241.452336261704,3103.5605468678605,3632.021162902869,0.9408739521845804,0.7434681677690712,0.747787462859759,0.7121230948283378
118,3,14.5,85929.3990648138,31081.532825230286,3071.3281551070672,3506.82764565452,0.9385013141340878,0.7396624847112752,0.7400212285322121,0.6875766533411731
119,3,15.0,86735.97974218028,31445.582931008754,3188.8923393099544,3541.98939915078,0.947310604480604,0.748325963675251,0.7683477334289756,0.6944707477300217
120,4,-4.5,84886.30295158939,37999.38733434254,3224.7852001054434,4560.524049809714,1.0013538077311723,1.0110281337499585,1.004648886438582,1.0082777635163633
121,4,-4.0,85260.83385507442,37893.27041544748,3295.8465948700014,4552.71449257217,1.005771928597287,1.0082047411113932,1.0267873380528636,1.0065511630600292
122,4,-3.5,85161.63410040982,37710.529667055285,3253.5049895742054,4496.092679052917,1.004601727415171,1.003342661726233,1.0135962434618029,0.9940327518252909
123,4,-3.0,83502.88264919301,37511.12815896506,3006.8746357169957,4476.032055781765,0.9850344117941476,0.9980372989629448,0.9367610761593428,0.9895975860097689
124,4,-2.5,84446.89563526263,37194.34364350973,3111.09365996071,4482.796300015273,0.996170377966306,0.9896087931387936,0.9692294485175201,0.9910930801620089
125,4,-2.0,84595.2646060122,37582.26575869567,3195.8342625227338,4524.8636276348825,0.9979205994819488,0.9999300167076356,0.9956295175817443,1.000393667231861
126,4,-1.5,85546.95631332447,37203.34753624675,3381.101040860695,4568.55806152397,1.009147147013967,0.9898483546030429,1.0533474897881443,1.0100539881946768
127,4,-1.0,84748.94096370996,37111.537898378745,3228.149256933365,4454.893768918212,0.9997334291209856,0.987405627671231,1.0056969239779434,0.9849241615588575
