scan_pk,timepoint,scan_id,peak1,peak2,peak3,peak4,peak5,peak6,peak7,peak8,peak9,peak10,peak11,peak12,peak13,peak14,peak15
2,2.5,2,85330.70796705202,42131.939852780015,6641.088905368929,4290.361499942746,3591.64738879431,5015.231692291534,1349.364688665938,458.78568394536126,274.71126938002857,348.9148495430602,637.6005979322321,473.1924920887062,97.46235428420118,82.19605278077562,239.67956766336064
2,3.0,2,85664.1940256274,41633.46215853076,6711.8797927779315,4454.398377159555,3518.7057717337366,4983.126220346554,1393.255012242719,470.4859374664419,280.6542336443688,354.45146804139745,610.3079020344591,451.20695020556025,90.65636390261466,92.17738854789114,223.0766960919735
2,3.5,2,85741.60567614343,41528.76108283587,6524.924788181924,4361.876288927395,3586.5363532574383,4988.692026669312,1367.6867570752997,487.82201774825364,276.1685410344964,370.8808393556683,606.7260544174236,429.5294948163165,59.34226606909623,83.52059406464069,228.0052608511173
2,4.0,2,86084.79591530783,41206.40690280053,6793.566527625743,4489.511807518527,3554.4818033797346,4990.992786127672,1407.3011555599437,480.4999122296657,301.39780564204074,339.3476961133513,563.7815051828042,423.1853080627328,100.65363237840893,74.76209780259806,254.52463024942276
2,4.5,2,85422.14875051797,41207.90158899349,6653.711721184457,4360.921790717733,3450.991920458615,4877.29729108689,1357.7462828421003,453.27150797291563,326.93238887517117,370.2036174884179,561.7805077185843,428.52259427422985,99.71293938809822,97.83909939060764,233.14172035213468
2,5.0,2,85767.26832662449,40879.061370660216,6747.60830792438,4432.432897108235,3441.789495842431,4815.952166888338,1411.2215390162187,411.0981032293331,286.45690120170684,340.50054408341794,557.5636774261012,422.76319291946527,103.38771537338266,79.84721419243407,236.29104996864177
2,5.5,2,85881.82464989631,40197.64001336266,6621.372456929083,4461.188158388172,3617.3491257252194,4878.9097888823435,1424.8168162018117,509.812841960617,331.54807178654414,417.2641216963357,573.145836831911,437.2610592413304,101.80933482816295,79.08904020592614,219.533474470232
2,6.0,2,85749.70998338595,40567.125974512724,6702.831342587061,4423.411149810852,3530.178722340155,4886.14695772698,1363.393305119508,472.57586288524055,320.2816944336837,401.94859075808387,573.4214160960292,408.47185561398044,77.65471557647788,75.00052794396844,226.04680666130602
2,6.5,2,84693.7853273538,40831.791248342306,6890.278013345029,4354.980628993242,3323.2355580795975,4844.016936071416,1414.6348505235192,420.4397082559882,255.16472224071003,370.8578884237611,522.4254708939776,417.3653267541082,63.387892574451364,48.067832500245544,219.95469404714842
2,7.0,2,84965.56445972295,40032.213632331135,6726.5327221935195,4398.668490477653,3489.5884325964394,4839.983054782049,1384.1573896811678,482.1281710688485,313.7005837467256,405.9658881512942,579.2166683117365,427.15103419280524,78.51759132184975,107.77945709179298,235.97310395146596
2,7.5,2,85117.32308035296,40394.01623115413,6829.597158058118,4398.65876930586,3390.8404218802143,4731.84387222052,1377.6380607488045,432.0222483079616,234.11766696529273,368.4393810796082,561.4350082266236,417.1602512619039,108.27913441100009,82.35841755629723,203.21496465010668
2,8.0,2,84640.04300287219,40106.1112826522,6753.1725358930635,4303.228679595767,3330.2091151328523,4734.162733532564,1291.9942059237983,421.93878325297635,268.0109205468966,366.2577299924003,524.214699175484,395.3007088246453,13.27354418334448,85.88346972598865,186.00743382898756
2,8.5,2,85239.71075872592,40108.19963053198,6833.262557749662,4406.809759486903,3422.625783018025,4797.287463552302,1353.8497384639334,397.28030553314886,280.9764955845291,390.076426906232,532.749181908698,369.1944386482579,81.05582032311986,69.93860254911407,221.1888009493799
2,9.0,2,84441.01429253827,40183.3382717063,6782.3436840980685,4293.143125189029,3319.6472801917544,4720.1745208154625,1302.0675600422915,384.03369355104076,252.31133087395324,364.2012583072333,528.8751201306692,398.30695001469496,79.69208867867678,78.15163767470345,201.3500103942384
2,9.5,2,83717.42656507576,40119.665401165694,6752.462007559932,4179.497292611387,3273.501091847181,4656.642457445626,1288.0952803877374,373.15537418345286,228.4859635003329,359.57462188500176,513.9703836533384,365.1274712211115,54.470912924910856,14.842332252086955,244.8555967203225
2,10.0,2,83956.31732021287,40012.309884265465,6733.904125812592,4283.190625191411,3208.726376195093,4667.349252532799,1212.6275533868022,376.3555861016172,248.2684961243135,332.82008913597224,488.15810774275695,366.3322392215824,99.36609973721056,41.12417062447466,207.5730703988415
2,10.5,2,84068.12626647353,39893.97931089205,6741.769669159924,4286.295307585713,3375.4937025818526,4680.180667967853,1265.642252554206,377.57212574178186,272.32912777857626,317.4608022655816,514.0307883723848,385.334548142397,97.29491379183969,42.53296110392975,195.3558430304431
2,11.0,2,83414.23757362018,39909.604326952176,6677.531977024067,4189.394907000021,3213.526939932542,4596.153601391296,1274.0073129629618,328.54901102666224,215.53033946532307,336.7421620882192,503.47553610289555,388.20249262236405,41.699339523695464,43.46841322795407,238.50377476224318
2,11.5,2,83583.6811910477,39867.58405142573,6644.519752812153,4188.15516771122,3214.9836695787435,4639.109049945288,1262.2835373937983,365.9912469854081,207.27085654887966,305.18725021833893,464.2676485388769,377.56623602275624,48.01406841418656,44.84192817552534,195.64031282836834
2,12.0,2,84111.92330566344,39781.37913317756,6480.374207730621,4187.12903886893,3272.2505175460005,4689.630016642035,1317.5760594126057,337.29678334468724,243.83820893377492,297.3304414442162,511.2272344109933,359.3552469641194,54.37598995155553,45.02304024784061,240.01635156127506
2,12.5,2,84108.8440659972,40045.4265815443,6670.632879036968,4267.6648368698425,3377.201840687638,4704.041968570087,1327.527156301557,410.16625962021374,272.9038768613288,336.7240906373977,517.4886941840081,363.7334904230123,47.950311090505686,72.39885156228557,169.79579170121735
2,13.0,2,83463.05558376835,39723.55274833176,6652.926121607837,4195.616991707829,3227.5011937348586,4656.810628804744,1244.3840692334063,334.52191747384484,245.90773282398,318.08027071701986,485.23673781668134,335.35437173433786,72.31110486685861,78.0496796958872,190.1507551710234
2,13.5,2,83664.39382316424,39918.94295285563,6550.03196539515,4219.909895413194,3258.929569110248,4644.922373394638,1277.075585500515,338.9104162916343,251.44160485324207,354.3663072092886,511.1155979716104,365.0065832034553,33.09752631342917,39.11717833959425,247.17338965180156
2,14.0,2,84154.60763398773,39936.6449138148,6616.010700536596,4220.371775950446,3265.751208048822,4612.508469820274,1301.6688606533098,369.01055321449246,199.8255734979809,333.357448592423,498.8509228353823,374.742384316682,57.697349945422495,62.60136798973018,196.9566054053566
2,14.5,2,83972.65236338777,39825.89796215109,6503.287281569927,4137.611455614477,3229.2889559776045,4660.941092942276,1273.5270051154487,317.8893027102496,187.8051546755664,312.8413918193096,493.5792043863152,379.0517094153739,33.82574611925042,51.288724965192245,190.47651759827465
2,15.0,2,83928.13315072103,39799.78064344694,6531.5043341802275,4061.2869233720066,3174.6166122829964,4640.696365358419,1239.5003296153748,271.44785190002705,214.75733768348616,302.30062012562666,453.25835262538106,345.1549432751077,65.99938271408814,45.81295274857038,195.05002586638588
3,-4.5,3,92374.02639005672,41771.99146696166,6093.702730646604,4083.128959773586,4235.093474060832,5042.552185764483,2040.1902644092236,613.0198394126918,126.00751282385247,199.19427173471317,855.9019600269015,71.19289003340657,374.5503568903461,365.99954477243074,214.90816713904977
3,-4.0,3,91877.21573108611,41917.7687238055,6259.46225248048,4108.423966459969,4101.423638620634,5144.029214184987,2067.969333811722,610.6514494044583,132.36913170062894,188.27060925909413,838.4717543611906,69.03584894666699,386.4327624432373,397.2368284541788,208.46672833274036
3,-3.5,3,91798.7363142618,42018.24336507007,6195.042040018858,4156.249540209275,4188.0361350813855,5112.495647525423,2079.904496290811,669.2447296782665,189.28700060492582,217.28051480888288,830.8696652467225,67.39407953780903,370.23146372309765,395.5395040701067,198.58126224764445
